TelCon,Content code,start,end,duration,content,topic
F55,pp,815.325,815.921,0.596,cM rM,compass
F55,p,815.921,818.296,2.375,cM,compass
F55,pbc,818.296,818.607,0.311,bc_rM cM,compass
F55,p,818.607,819.495,0.888,cM,compass
F55,pp,819.495,819.846,0.351,cM rM,compass
F55,p,819.846,826.293,6.447,cM,compass
F55,pbc,826.293,826.644,0.351,bc_rM cM,compass
F55,p,826.644,828.015,1.371,cM,compass
F55,s,828.015,828.78,0.765,silence,compass
F55,p,828.78,829.25,0.47,cM,compass
F55,s,829.25,830.616,1.366,silence,compass
F55,p,830.616,839.892,9.276,rM,compass
F55,pp,839.892,840.43,0.538,cM rM,compass
F55,p,840.43,840.888,0.458,rM,compass
F55,p,840.888,859.45,18.562,cM,compass
F55,pbc,859.45,859.743,0.293,bc_rM cM,compass
F55,p,859.743,865.956,6.213,cM,compass
F55,pbc,865.956,866.293,0.337,bc_rM cM,compass
F55,p,866.293,874.754,8.461,cM,compass
F55,pbc,874.754,875.11,0.356,bc_rM cM,compass
F55,p,875.11,875.925,0.815,cM,compass
F55,s,875.925,877.43,1.505,silence,compass
F55,p,877.43,879.066,1.636,rM,compass
F55,pbc,879.066,879.393,0.327,bc_cM rM,compass
F55,p,879.393,884.279,4.886,rM,compass
F55,pp,884.279,884.556,0.277,cM rM,compass
F55,p,884.556,885.137,0.581,rM,compass
F55,s,885.137,885.272,0.135,silence,compass
F55,p,885.272,887.727,2.455,cM,compass
F55,f,887.727,888.224,0.497,filler_cM,compass
F55,p,888.224,891.114,2.89,cM,compass
F55,pp,891.114,892.224,1.11,cM rM,compass
F55,p,892.224,894.185,1.961,rM,compass
F55,pbc,894.185,894.623,0.438,bc_cM rM,compass
F55,p,894.623,894.907,0.284,rM,compass
F55,f,894.907,895.113,0.206,filler_rM,compass
F55,p,895.113,899.122,4.009,rM,compass
F55,s,899.122,900.337,1.215,silence,compass
F55,p,900.337,903.091,2.754,cM,compass
F55,pp,903.091,903.419,0.328,cM rM,compass
F55,p,903.419,903.937,0.518,cM,compass
F55,p,903.937,905.224,1.287,rM,compass
F55,pl,905.224,905.49,0.266,laughter_cM rM,compass
F55,s,905.49,905.857,0.367,silence,compass
F55,p,905.857,906.134,0.277,cM,compass
F55,pl,906.134,906.271,0.137,cM laughter_rM,compass
F55,l,906.271,906.595,0.324,laughter_rM,compass
F55,s,906.595,907.241,0.646,silence,compass
F55,p,907.241,907.608,0.367,cM,compass
F55,s,907.608,909.914,2.306,silence,compass
F55,p,909.914,919.357,9.443,cM,compass
F55,pbc,919.357,919.681,0.324,bc_rM cM,compass
F55,p,919.681,924.928,5.247,cM,compass
F55,p,924.928,925.135,0.207,rM,compass
F55,pp,925.135,926.144,1.009,cM rM,compass
F55,s,926.144,926.545,0.401,silence,compass
F55,p,926.545,926.811,0.266,cM,compass
F55,pp,926.811,927.644,0.833,cM rM,compass
F55,p,927.644,929.289,1.645,cM,compass
F55,p,929.289,930.42,1.131,rM,compass
F55,pp,930.42,931.348,0.928,cM rM,compass
F55,p,931.348,938.285,6.937,cM,compass
F55,pbc,938.285,938.607,0.322,bc_rM cM,compass
F55,p,938.607,943.355,4.748,cM,compass
F55,s,943.355,943.584,0.229,silence,compass
F55,p,943.584,946.9,3.316,rM,compass
F55,pbc,946.9,947.251,0.351,bc_cM rM,compass
F55,p,947.251,950.406,3.155,rM,compass
F55,pp,950.406,952.101,1.695,cM rM,compass
F55,p,952.101,954.468,2.367,rM,compass
F55,f,954.468,955.021,0.553,filler_rM,compass
F55,p,955.021,957.977,2.956,rM,compass
F55,f,957.977,958.34,0.363,filler_rM,compass
F55,p,958.34,961.856,3.516,rM,compass
F55,pbc,961.856,962.204,0.348,bc_cM rM,compass
F55,p,962.204,966.119,3.915,rM,compass
F55,pbc,966.119,966.454,0.335,bc_cM rM,compass
F55,p,966.454,970.823,4.369,rM,compass
F55,pp,970.823,971.095,0.272,cM rM,compass
F55,p,971.095,973.663,2.568,rM,compass
F55,p,973.663,974.412,0.749,cM,compass
F55,pp,974.412,974.548,0.136,cM rM,compass
F55,p,974.548,977.264,2.716,rM,compass
F55,s,977.264,977.643,0.379,silence,compass
F55,p,977.643,978.337,0.694,cM,compass
F55,pp,978.337,978.746,0.409,cM rM,compass
F55,p,978.746,980.05,1.304,rM,compass
F55,s,980.05,980.367,0.317,silence,compass
F55,p,980.367,980.723,0.356,cM,compass
F55,s,980.723,983.648,2.925,silence,compass
F55,p,983.648,984.964,1.316,cM,chocolate
F55,s,984.964,985.471,0.507,silence,chocolate
F55,p,985.471,990.659,5.188,cM,chocolate
F55,s,990.659,991.827,1.168,silence,chocolate
F55,p,991.827,992.528,0.701,rM,chocolate
F55,pp,992.528,993.38,0.852,cM rM,chocolate
F55,p,993.38,993.483,0.103,rM,chocolate
F55,s,993.483,993.812,0.329,silence,chocolate
F55,p,993.812,994.079,0.267,cM,chocolate
F55,p,994.079,996.454,2.375,rM,chocolate
F55,pbc,996.454,996.679,0.225,bc_cM rM,chocolate
F55,p,996.679,1000.176,3.497,rM,chocolate
F55,s,1000.176,1000.556,0.38,silence,chocolate
F55,p,1000.556,1001.612,1.056,cM,chocolate
F55,pp,1001.612,1001.875,0.263,cM rM,chocolate
F55,p,1001.875,1002.17,0.295,cM,chocolate
F55,s,1002.17,1002.847,0.677,silence,chocolate
F55,p,1002.847,1003.501,0.654,rM,chocolate
F55,s,1003.501,1003.775,0.274,silence,chocolate
F55,p,1003.775,1004.806,1.031,cM,chocolate
F55,s,1004.806,1004.972,0.166,silence,chocolate
F55,p,1004.972,1005.287,0.315,rM,chocolate
F55,s,1005.287,1005.471,0.184,silence,chocolate
F55,p,1005.471,1005.999,0.528,rM,other
F55,s,1005.999,1006.359,0.36,silence,other
F55,p,1006.359,1006.588,0.229,cM,other
F55,pp,1006.588,1006.928,0.34,cM rM,other
F55,p,1006.928,1007.7,0.772,rM,other
F55,pp,1007.7,1007.943,0.243,cM rM,other
F55,p,1007.943,1008.392,0.449,rM,other
F55,s,1008.392,1008.465,0.073,silence,other
F55,p,1008.465,1009.164,0.699,cM,other
F55,s,1009.164,1009.546,0.382,silence,other
F55,p,1009.546,1010.213,0.667,rM,other
F55,s,1010.213,1010.45,0.237,silence,other
F55,p,1010.45,1011.478,1.028,cM,other
F55,s,1011.478,1012.027,0.549,silence,other
F55,p,1012.027,1012.313,0.286,rM,other
F55,end,1012.313,1013.536,1.223,end,end
F56,s,0,0.076,0.076,silence,other
F56,p,0.076,0.319,0.243,rM,other
F56,s,0.319,0.543,0.224,silence,other
F56,p,0.543,1.249,0.706,cF,other
F56,s,1.249,2.519,1.27,silence,other
F56,p,2.519,5.664,3.145,cF,other
F56,s,5.664,7.455,1.791,silence,other
F56,p,7.455,7.849,0.394,rM,other
F56,s,7.849,8.121,0.272,silence,other
F56,p,8.121,8.484,0.363,cF,other
F56,s,8.484,9.8,1.316,silence,other
F56,f,9.8,10.267,0.467,filler_rM,other
F56,s,10.267,11.847,1.58,silence,other
F56,p,11.847,13.601,1.754,rM,other
F56,f,13.601,13.82,0.219,filler_rM,other
F56,s,13.82,15.106,1.286,silence,other
F56,p,15.106,15.521,0.415,cF,other
F56,s,15.521,17.044,1.523,silence,other
F56,f,17.044,17.347,0.303,filler_rM,steel_wool
F56,p,17.347,19.179,1.832,rM,steel_wool
F56,f,19.179,19.678,0.499,filler_rM,steel_wool
F56,p,19.678,22.315,2.637,rM,steel_wool
F56,s,22.315,22.67,0.355,silence,steel_wool
F56,p,22.67,26.216,3.546,cF,steel_wool
F56,s,26.216,27.32,1.104,silence,steel_wool
F56,p,27.32,27.728,0.408,rM,steel_wool
F56,s,27.728,28.659,0.931,silence,steel_wool
F56,f,28.659,29.18,0.521,filler_rM,axe
F56,p,29.18,31.079,1.899,rM,axe
F56,s,31.079,31.729,0.65,silence,axe
F56,p,31.729,32.863,1.134,cF,axe
F56,s,32.863,34.209,1.346,silence,axe
F56,p,34.209,35.078,0.869,rM,axe
F56,pp,35.078,35.396,0.318,cF rM,axe
F56,p,35.396,37.245,1.849,cF,axe
F56,s,37.245,37.404,0.159,silence,axe
F56,p,37.404,37.759,0.355,rM,axe
F56,s,37.759,38.56,0.801,silence,axe
F56,p,38.56,39.314,0.754,rM,axe
F56,s,39.314,39.581,0.267,silence,axe
F56,f,39.581,39.936,0.355,filler_rM,pistol
F56,p,39.936,41.864,1.928,rM,pistol
F56,s,41.864,42.489,0.625,silence,pistol
F56,p,42.489,44.553,2.064,cF,pistol
F56,s,44.553,45.491,0.938,silence,pistol
F56,p,45.491,46.8,1.309,rM,pistol
F56,f,46.8,47.223,0.423,filler_rM,pistol
F56,p,47.223,49.226,2.003,rM,pistol
F56,s,49.226,49.355,0.129,silence,pistol
F56,p,49.355,51.026,1.671,cF,pistol
F56,s,51.026,51.736,0.71,silence,pistol
F56,p,51.736,52.076,0.34,rM,pistol
F56,s,52.076,52.265,0.189,silence,pistol
F56,f,52.265,52.749,0.484,filler_rM,butter
F56,p,52.749,55.136,2.387,rM,butter
F56,s,55.136,55.493,0.357,silence,butter
F56,p,55.493,57.557,2.064,cF,butter
F56,s,57.557,58.479,0.922,silence,butter
F56,p,58.479,59.613,1.134,rM,butter
F56,s,59.613,59.813,0.2,silence,butter
F56,f,59.813,60.252,0.439,filler_cF,butter
F56,p,60.252,69.953,9.701,cF,butter
F56,s,69.953,71.239,1.286,silence,butter
F56,p,71.239,71.458,0.219,cF,butter
F56,pp,71.458,72.206,0.748,cF rM,butter
F56,p,72.206,72.993,0.787,cF,butter
F56,s,72.993,73.839,0.846,silence,butter
F56,p,73.839,79.011,5.172,rM,butter
F56,f,79.011,79.532,0.521,filler_rM,butter
F56,p,79.532,81.694,2.162,rM,butter
F56,s,81.694,83.349,1.655,silence,butter
F56,p,83.349,83.954,0.605,cF,butter
F56,s,83.954,84.96,1.006,silence,butter
F56,p,84.96,86.812,1.852,cF,butter
F56,l,86.812,87.175,0.363,laughter_cF,butter
F56,p,87.175,89.103,1.928,cF,butter
F56,f,89.103,89.768,0.665,filler_cF,butter
F56,s,89.768,90.83,1.062,silence,butter
F56,f,90.83,91.134,0.304,filler_rM,butter
F56,p,91.134,95.068,3.934,rM,butter
F56,s,95.068,95.559,0.491,silence,butter
F56,p,95.559,106.333,10.774,cF,butter
F56,l,106.333,107.276,0.943,laughter_cF,butter
F56,s,107.276,107.957,0.681,silence,butter
F56,p,107.957,110.206,2.249,rM,butter
F56,s,110.206,110.903,0.697,silence,butter
F56,p,110.903,111.47,0.567,cF,butter
F56,pp,111.47,112.906,1.436,cF rM,butter
F56,p,112.906,118.19,5.284,cF,butter
F56,s,118.19,118.59,0.4,silence,butter
F56,p,118.59,124.993,6.403,rM,butter
F56,s,124.993,125.224,0.231,silence,butter
F56,p,125.224,125.416,0.192,cF,butter
F56,pf,125.416,125.56,0.144,cF filler_rM,butter
F56,f,125.56,125.876,0.316,filler_rM,butter
F56,s,125.876,126.611,0.735,silence,butter
F56,p,126.611,128.431,1.82,rM,newspaper
F56,s,128.431,129.053,0.622,silence,newspaper
F56,p,129.053,130.489,1.436,cF,newspaper
F56,l,130.489,131.101,0.612,laughter_cF,newspaper
F56,p,131.101,131.509,0.408,cF,newspaper
F56,pf,131.509,131.887,0.378,cF filler_rM,newspaper
F56,p,131.887,133.033,1.146,cF,newspaper
F56,s,133.033,133.906,0.873,silence,newspaper
F56,p,133.906,136.719,2.813,rM,newspaper
F56,s,136.719,137.758,1.039,silence,newspaper
F56,f,137.758,138.231,0.473,filler_rM,newspaper
F56,pp,138.231,138.586,0.355,cF rM,newspaper
F56,p,138.586,140.756,2.17,rM,newspaper
F56,s,140.756,141.795,1.039,silence,newspaper
F56,f,141.795,142.518,0.723,filler_rM,newspaper
F56,s,142.518,143.856,1.338,silence,newspaper
F56,p,143.856,148.552,4.696,rM,newspaper
F56,s,148.552,149.49,0.938,silence,newspaper
F56,p,149.49,154.898,5.408,cF,newspaper
F56,s,154.898,155.941,1.043,silence,newspaper
F56,p,155.941,157.602,1.661,rM,newspaper
F56,f,157.602,158.086,0.484,filler_rM,newspaper
F56,p,158.086,162.358,4.272,rM,newspaper
F56,p,162.358,162.834,0.476,cF,newspaper
F56,pp,162.834,163.182,0.348,cF rM,newspaper
F56,p,163.182,165.458,2.276,rM,newspaper
F56,f,165.458,165.964,0.506,filler_rM,newspaper
F56,p,165.964,170.156,4.192,rM,newspaper
F56,f,170.156,170.798,0.642,filler_rM,newspaper
F56,s,170.798,171.456,0.658,silence,newspaper
F56,p,171.456,178.083,6.627,cF,newspaper
F56,s,178.083,179.112,1.029,silence,newspaper
F56,p,179.112,179.716,0.604,rM,newspaper
F56,s,179.716,180.283,0.567,silence,newspaper
F56,f,180.283,180.737,0.454,filler_rM,lighter
F56,p,180.737,183.406,2.669,rM,lighter
F56,s,183.406,183.558,0.152,silence,lighter
F56,p,183.558,185.358,1.8,cF,lighter
F56,pp,185.358,185.721,0.363,cF rM,lighter
F56,p,185.721,188.302,2.581,cF,lighter
F56,l,188.302,189.754,1.452,laughter_cF,lighter
F56,s,189.754,190.102,0.348,silence,lighter
F56,p,190.102,190.404,0.302,rM,lighter
F56,pl,190.404,190.903,0.499,laughter_cF rM,lighter
F56,p,190.903,191.868,0.965,rM,lighter
F56,f,191.868,192.413,0.545,filler_rM,lighter
F56,s,192.413,193.819,1.406,silence,lighter
F56,p,193.819,194.28,0.461,cF,lighter
F56,pp,194.28,194.847,0.567,cF rM,lighter
F56,p,194.847,195.15,0.303,rM,lighter
F56,s,195.15,195.832,0.682,silence,lighter
F56,f,195.832,196.203,0.371,filler_rM,clothing
F56,p,196.203,198.289,2.086,rM,clothing
F56,s,198.289,198.478,0.189,silence,clothing
F56,p,198.478,198.924,0.446,cF,clothing
F56,pp,198.924,199.105,0.181,cF rM,clothing
F56,p,199.105,199.205,0.1,rM,clothing
F56,s,199.205,200.077,0.872,silence,clothing
F56,p,200.077,200.399,0.322,cF,clothing
F56,pp,200.399,201.201,0.802,cF rM,clothing
F56,p,201.201,203.015,1.814,cF,clothing
F56,s,203.015,203.801,0.786,silence,clothing
F56,p,203.801,208.924,5.123,rM,clothing
F56,s,208.924,210.194,1.27,silence,clothing
F56,f,210.194,210.693,0.499,filler_rM,canvas
F56,p,210.693,212.109,1.416,rM,canvas
F56,s,212.109,212.51,0.401,silence,canvas
F56,p,212.51,214.263,1.753,cF,canvas
F56,pp,214.263,214.611,0.348,cF rM,canvas
F56,p,214.611,217.594,2.983,cF,canvas
F56,s,217.594,218.585,0.991,silence,canvas
F56,p,218.585,219.809,1.224,rM,canvas
F56,s,219.809,220.709,0.9,silence,canvas
F56,f,220.709,221.057,0.348,filler_rM,airmap
F56,p,221.057,224.104,3.047,rM,airmap
F56,s,224.104,224.505,0.401,silence,airmap
F56,p,224.505,225.919,1.414,cF,airmap
F56,s,225.919,226.789,0.87,silence,airmap
F56,p,226.789,227.971,1.182,rM,airmap
F56,f,227.971,228.138,0.167,filler_rM,whisky
F56,p,228.138,229.59,1.452,rM,whisky
F56,s,229.59,229.96,0.37,silence,whisky
F56,p,229.96,231.506,1.546,cF,whisky
F56,l,231.506,232.65,1.144,laughter_cF,whisky
F56,p,232.65,232.931,0.281,rM,whisky
F56,l,232.931,233.354,0.423,laughter_rM,whisky
F56,s,233.354,233.523,0.169,silence,whisky
F56,l,233.523,233.666,0.143,laughter_cF,whisky
F56,f,233.666,234.037,0.371,filler_rM,whisky
F56,p,234.037,234.997,0.96,rM,whisky
F56,s,234.997,235.156,0.159,silence,whisky
F56,f,235.156,235.624,0.468,filler_cF,whisky
F56,p,235.624,240.486,4.862,cF,whisky
F56,f,240.486,241.023,0.537,filler_cF,whisky
F56,p,241.023,243.966,2.943,cF,whisky
F56,l,243.966,245.376,1.41,laughter_cF,whisky
F56,s,245.376,245.542,0.166,silence,whisky
F56,p,245.542,245.648,0.106,cF,whisky
F56,pp,245.648,246.626,0.978,cF rM,whisky
F56,p,246.626,247.818,1.192,cF,whisky
F56,l,247.818,248.748,0.93,laughter_cF,whisky
F56,ll,248.748,249.746,0.998,laughter_cF laughter_rM,whisky
F56,l,249.746,250.003,0.257,laughter_cF,whisky
F56,p,250.003,250.889,0.886,rM,whisky
F56,l,250.889,251.558,0.669,laughter_cF,whisky
F56,f,251.558,251.992,0.434,filler_rM,whisky
F56,p,251.992,257.435,5.443,rM,whisky
F56,pp,257.435,257.919,0.484,cF rM,whisky
F56,p,257.919,258.146,0.227,rM,whisky
F56,p,258.146,258.856,0.71,cF,whisky
F56,s,258.856,259.363,0.507,silence,whisky
F56,p,259.363,261.275,1.912,rM,whisky
F56,f,261.275,261.856,0.581,filler_rM,whisky
F56,p,261.856,265.376,3.52,rM,whisky
F56,pp,265.376,265.496,0.12,cF rM,whisky
F56,p,265.496,266.404,0.908,cF,whisky
F56,p,266.404,267.977,1.573,rM,whisky
F56,f,267.977,268.181,0.204,filler_rM,whisky
F56,p,268.181,269.118,0.937,rM,whisky
F56,s,269.118,269.897,0.779,silence,whisky
F56,f,269.897,270.419,0.522,filler_rM,whisky
F56,s,270.419,273.526,3.107,silence,whisky
F56,p,273.526,275.74,2.214,cF,whisky
F56,l,275.74,276.713,0.973,laughter_cF,whisky
F56,p,276.713,278.822,2.109,cF,whisky
F56,l,278.822,279.525,0.703,laughter_cF,whisky
F56,s,279.525,279.745,0.22,silence,whisky
F56,p,279.745,282.725,2.98,rM,whisky
F56,s,282.725,282.869,0.144,silence,whisky
F56,p,282.869,283.765,0.896,cF,whisky
F56,s,283.765,284.292,0.527,silence,whisky
F56,p,284.292,285.825,1.533,rM,whisky
F56,f,285.825,286.271,0.446,filler_rM,compass
F56,p,286.271,287.478,1.207,rM,compass
F56,s,287.478,287.816,0.338,silence,compass
F56,p,287.816,290.825,3.009,cF,compass
F56,s,290.825,291.656,0.831,silence,compass
F56,p,291.656,291.958,0.302,rM,compass
F56,p,291.958,292.45,0.492,rM,chocolate
F56,f,292.45,293.085,0.635,filler_rM,chocolate
F56,p,293.085,294.718,1.633,rM,chocolate
F56,s,294.718,295.404,0.686,silence,chocolate
F56,p,295.404,296.636,1.232,cF,chocolate
F56,pp,296.636,296.946,0.31,cF rM,chocolate
F56,p,296.946,297.084,0.138,rM,chocolate
F56,s,297.084,297.273,0.189,silence,chocolate
F56,p,297.273,297.779,0.506,cF,chocolate
F56,p,297.779,298.641,0.862,rM,chocolate
F56,s,298.641,298.966,0.325,silence,chocolate
F56,p,298.966,303.522,4.556,cF,chocolate
F56,pp,303.522,303.612,0.09,cF rM,chocolate
F56,p,303.612,303.869,0.257,rM,chocolate
F56,s,303.869,305.207,1.338,silence,chocolate
F56,p,305.207,305.8,0.593,rM,other
F56,f,305.8,306.14,0.34,filler_rM,other
F56,p,306.14,307.727,1.587,rM,other
F56,s,307.727,308.741,1.014,silence,other
F56,p,308.741,309.164,0.423,cF,other
F56,f,309.164,309.519,0.355,filler_rM,other
F56,p,309.519,310.548,1.029,rM,other
F56,s,310.548,310.707,0.159,silence,other
F56,p,310.707,311.961,1.254,cF,other
F56,f,311.961,312.387,0.426,filler_cF,other
F56,p,312.387,313.786,1.399,cF,other
F56,l,313.786,314.681,0.895,laughter_cF,other
F56,pl,314.681,315.347,0.666,laughter_cF rM,other
F56,p,315.347,315.732,0.385,rM,other
F56,l,315.732,316.178,0.446,laughter_rM,other
F56,ll,316.178,316.957,0.779,laughter_cF laughter_rM,other
F56,s,316.957,317.947,0.99,silence,other
F56,p,317.947,319.512,1.565,rM,other
F56,p,319.512,320.979,1.467,cF,other
F56,p,320.979,321.863,0.884,rM,other
F56,end,321.863,324.68,2.817,end,end
F57,s,0,2.861,2.861,silence,other
F57,p,2.861,3.346,0.485,rM,other
F57,p,3.346,4.077,0.731,cM,other
F57,s,4.077,4.961,0.884,silence,other
F57,p,4.961,6.058,1.097,rM,other
F57,s,6.058,6.251,0.193,silence,other
F57,p,6.251,7.857,1.606,cM,other
F57,f,7.857,8.297,0.44,filler_cM,other
F57,p,8.297,12.094,3.797,cM,other
F57,s,12.094,12.623,0.529,silence,other
F57,p,12.623,22.149,9.526,rM,other
F57,l,22.149,22.771,0.622,laughter_rM,other
F57,pp,22.771,23.225,0.454,cM rM,other
F57,pf,23.225,23.519,0.294,cM filler_rM,other
F57,s,23.519,24.081,0.562,silence,other
F57,p,24.081,24.199,0.118,cM,other
F57,pp,24.199,24.854,0.655,cM rM,other
F57,p,24.854,25.765,0.911,cM,other
F57,l,25.765,26.109,0.344,laughter_cM,other
F57,p,26.109,30.371,4.262,cM,other
F57,pbc,30.371,30.732,0.361,bc_rM cM,other
F57,p,30.732,34.332,3.6,cM,other
F57,p,34.332,34.577,0.245,rM,other
F57,s,34.577,34.92,0.343,silence,other
F57,pp,34.92,35.385,0.465,cM rM,other
F57,f,35.385,35.669,0.284,filler_rM,other
F57,s,35.669,36.017,0.348,silence,other
F57,p,36.017,37.864,1.847,cM,steel_wool
F57,pbc,37.864,38.091,0.227,bc_rM cM,steel_wool
F57,p,38.091,38.536,0.445,cM,steel_wool
F57,s,38.536,39.595,1.059,silence,steel_wool
F57,f,39.595,39.872,0.277,filler_cM,steel_wool
F57,ff,39.872,40.191,0.319,filler_cM filler_rM,steel_wool
F57,s,40.191,40.846,0.655,silence,steel_wool
F57,p,40.846,41.107,0.261,cM,steel_wool
F57,pp,41.107,41.485,0.378,cM rM,steel_wool
F57,p,41.485,41.997,0.512,cM,steel_wool
F57,s,41.997,42.761,0.764,silence,steel_wool
F57,p,42.761,62.226,19.465,rM,steel_wool
F57,f,62.226,62.915,0.689,filler_rM,steel_wool
F57,p,62.915,77.67,14.755,rM,steel_wool
F57,f,77.67,78.426,0.756,filler_rM,steel_wool
F57,p,78.426,83.559,5.133,rM,steel_wool
F57,f,83.559,84.147,0.588,filler_rM,steel_wool
F57,p,84.147,84.873,0.726,rM,steel_wool
F57,p,84.873,91.689,6.816,cM,steel_wool
F57,pp,91.689,92.471,0.782,cM rM,steel_wool
F57,p,92.471,93.141,0.67,rM,steel_wool
F57,f,93.141,93.56,0.419,filler_rM,steel_wool
F57,pf,93.56,93.825,0.265,cM filler_rM,steel_wool
F57,p,93.825,95.271,1.446,cM,steel_wool
F57,f,95.271,95.38,0.109,filler_cM,steel_wool
F57,ff,95.38,95.968,0.588,filler_cM filler_rM,steel_wool
F57,s,95.968,97.615,1.647,silence,steel_wool
F57,p,97.615,99.714,2.099,rM,steel_wool
F57,f,99.714,100.085,0.371,filler_rM,steel_wool
F57,p,100.085,103.65,3.565,rM,steel_wool
F57,pbc,103.65,104.262,0.612,bc_cM rM,steel_wool
F57,p,104.262,118.856,14.594,rM,steel_wool
F57,pp,118.856,119.638,0.782,cM rM,steel_wool
F57,p,119.638,121.781,2.143,rM,steel_wool
F57,l,121.781,122.098,0.317,laughter_rM,steel_wool
F57,p,122.098,123.014,0.916,rM,steel_wool
F57,f,123.014,123.514,0.5,filler_rM,steel_wool
F57,l,123.514,123.792,0.278,laughter_rM,steel_wool
F57,p,123.792,124.242,0.45,rM,steel_wool
F57,p,124.242,130.374,6.132,cM,steel_wool
F57,pp,130.374,130.691,0.317,cM rM,steel_wool
F57,p,130.691,132.263,1.572,rM,steel_wool
F57,p,132.263,144.095,11.832,cM,steel_wool
F57,pp,144.095,145.186,1.091,cM rM,steel_wool
F57,p,145.186,147.067,1.881,cM,steel_wool
F57,pp,147.067,147.312,0.245,cM rM,steel_wool
F57,p,147.312,148.513,1.201,cM,steel_wool
F57,p,148.513,154.553,6.04,rM,steel_wool
F57,f,154.553,155.473,0.92,filler_rM,steel_wool
F57,p,155.473,158.53,3.057,rM,steel_wool
F57,pbc,158.53,158.734,0.204,bc_cM rM,steel_wool
F57,p,158.734,175.208,16.474,rM,steel_wool
F57,bcf,175.208,175.594,0.386,bc_cM filler_rM,steel_wool
F57,f,175.594,175.785,0.191,filler_rM,steel_wool
F57,p,175.785,176.885,1.1,rM,steel_wool
F57,f,176.885,177.045,0.16,filler_rM,steel_wool
F57,p,177.045,177.669,0.624,rM,steel_wool
F57,p,177.669,177.905,0.236,cM,steel_wool
F57,pp,177.905,178.794,0.889,cM rM,steel_wool
F57,p,178.794,180.389,1.595,rM,steel_wool
F57,pp,180.389,180.744,0.355,cM rM,steel_wool
F57,s,180.744,181.301,0.557,silence,steel_wool
F57,p,181.301,184.841,3.54,rM,axe
F57,s,184.841,185.507,0.666,silence,axe
F57,p,185.507,187.842,2.335,cM,axe
F57,p,187.842,188.935,1.093,rM,axe
F57,p,188.935,193.229,4.294,cM,axe
F57,pbc,193.229,193.59,0.361,bc_rM cM,axe
F57,p,193.59,194.005,0.415,cM,axe
F57,f,194.005,194.414,0.409,filler_cM,axe
F57,p,194.414,200.864,6.45,cM,axe
F57,f,200.864,201.139,0.275,filler_cM,axe
F57,bcf,201.139,201.483,0.344,bc_rM filler_cM,axe
F57,p,201.483,206.25,4.767,cM,axe
F57,f,206.25,206.706,0.456,filler_cM,axe
F57,bcf,206.706,207.035,0.329,bc_rM filler_cM,axe
F57,p,207.035,215.622,8.587,cM,axe
F57,s,215.622,215.793,0.171,silence,axe
F57,p,215.793,228.139,12.346,rM,axe
F57,pbc,228.139,228.513,0.374,bc_cM rM,axe
F57,p,228.513,229.286,0.773,rM,axe
F57,f,229.286,229.528,0.242,filler_rM,axe
F57,p,229.528,231.715,2.187,rM,axe
F57,f,231.715,232.489,0.774,filler_rM,axe
F57,p,232.489,233.035,0.546,rM,axe
F57,p,233.035,233.372,0.337,cM,axe
F57,pp,233.372,233.773,0.401,cM rM,axe
F57,p,233.773,234.375,0.602,cM,axe
F57,s,234.375,235.022,0.647,silence,axe
F57,p,235.022,239.321,4.299,rM,axe
F57,ll,239.321,240.16,0.839,laughter_cM laughter_rM,axe
F57,pl,240.16,240.307,0.147,laughter_cM rM,axe
F57,f,240.307,240.864,0.557,filler_rM,axe
F57,p,240.864,250.47,9.606,rM,axe
F57,bcf,250.47,250.831,0.361,bc_cM filler_rM,axe
F57,p,250.831,253.281,2.45,rM,axe
F57,f,253.281,253.72,0.439,filler_rM,axe
F57,p,253.72,258.299,4.579,rM,axe
F57,f,258.299,258.889,0.59,filler_rM,axe
F57,p,258.889,261.7,2.811,rM,axe
F57,pp,261.7,261.987,0.287,cM rM,axe
F57,p,261.987,267.363,5.376,rM,axe
F57,pf,267.363,267.808,0.445,cM filler_rM,axe
F57,pp,267.808,268.33,0.522,cM rM,axe
F57,p,268.33,279.563,11.233,rM,axe
F57,f,279.563,280.244,0.681,filler_rM,axe
F57,p,280.244,286.408,6.164,rM,axe
F57,pp,286.408,287.109,0.701,cM rM,axe
F57,p,287.109,303.379,16.27,cM,axe
F57,pbc,303.379,303.726,0.347,bc_rM cM,axe
F57,p,303.726,307.909,4.183,cM,axe
F57,s,307.909,308.395,0.486,silence,axe
F57,p,308.395,327.423,19.028,rM,axe
F57,pbc,327.423,327.83,0.407,bc_cM rM,axe
F57,p,327.83,339.116,11.286,rM,axe
F57,pp,339.116,339.556,0.44,cM rM,axe
F57,p,339.556,340.483,0.927,cM,axe
F57,pp,340.483,340.683,0.2,cM rM,axe
F57,p,340.683,341.518,0.835,cM,axe
F57,l,341.518,341.816,0.298,laughter_cM,axe
F57,pp,341.816,342.463,0.647,cM rM,axe
F57,p,342.463,343.169,0.706,rM,axe
F57,pp,343.169,343.512,0.343,cM rM,axe
F57,p,343.512,349.457,5.945,rM,axe
F57,f,349.457,349.866,0.409,filler_rM,axe
F57,p,349.866,357.016,7.15,rM,axe
F57,pf,357.016,357.523,0.507,cM filler_rM,axe
F57,s,357.523,358.063,0.54,silence,axe
F57,p,358.063,358.312,0.249,cM,axe
F57,fl,358.312,358.827,0.515,filler_rM laughter_cM,axe
